Date,INFY.NS
2024-04-02 00:00:00+05:30,1396.0806884765625
2024-04-03 00:00:00+05:30,1394.0096435546875
2024-04-04 00:00:00+05:30,1399.7054443359375
2024-04-05 00:00:00+05:30,1392.5501708984375
2024-04-08 00:00:00+05:30,1390.2906494140625
2024-04-09 00:00:00+05:30,1407.378662109375
2024-04-10 00:00:00+05:30,1418.6295166015625
2024-04-12 00:00:00+05:30,1397.8695068359375
2024-04-15 00:00:00+05:30,1382.2410888671875
2024-04-16 00:00:00+05:30,1331.68310546875
2024-04-18 00:00:00+05:30,1336.202392578125
2024-04-19 00:00:00+05:30,1328.6705322265625
2024-04-22 00:00:00+05:30,1348.912353515625
2024-04-23 00:00:00+05:30,1357.9976806640625
2024-04-24 00:00:00+05:30,1347.0294189453125
2024-04-25 00:00:00+05:30,1354.27880859375
2024-04-26 00:00:00+05:30,1346.5587158203125
2024-04-29 00:00:00+05:30,1350.7952880859375
2024-04-30 00:00:00+05:30,1337.42626953125
2024-05-02 00:00:00+05:30,1331.68310546875
2024-05-03 00:00:00+05:30,1333.425048828125
2024-05-06 00:00:00+05:30,1342.4632568359375
2024-05-07 00:00:00+05:30,1356.6324462890625
2024-05-08 00:00:00+05:30,1343.7813720703125
2024-05-09 00:00:00+05:30,1355.314453125
2024-05-10 00:00:00+05:30,1341.5218505859375
2024-05-13 00:00:00+05:30,1340.1566162109375
2024-05-14 00:00:00+05:30,1341.3333740234375
2024-05-15 00:00:00+05:30,1336.861328125
2024-05-16 00:00:00+05:30,1368.30712890625
2024-05-17 00:00:00+05:30,1359.78662109375
2024-05-21 00:00:00+05:30,1350.23046875
2024-05-22 00:00:00+05:30,1369.672119140625
2024-05-23 00:00:00+05:30,1386.2423095703125
2024-05-24 00:00:00+05:30,1379.369384765625
2024-05-27 00:00:00+05:30,1385.253662109375
2024-05-28 00:00:00+05:30,1381.205322265625
2024-05-29 00:00:00+05:30,1366.04736328125
2024-05-30 00:00:00+05:30,1343.9224853515625
2024-05-31 00:00:00+05:30,1351.0770263671875
2024-06-03 00:00:00+05:30,1350.11669921875
2024-06-04 00:00:00+05:30,1338.3526611328125
2024-06-05 00:00:00+05:30,1373.3564453125
2024-06-06 00:00:00+05:30,1413.833984375
2024-06-07 00:00:00+05:30,1472.7496337890625
2024-06-10 00:00:00+05:30,1440.2427978515625
2024-06-11 00:00:00+05:30,1436.4014892578125
2024-06-12 00:00:00+05:30,1426.270263671875
2024-06-13 00:00:00+05:30,1434.6729736328125
2024-06-14 00:00:00+05:30,1429.8232421875
2024-06-18 00:00:00+05:30,1438.75439453125
2024-06-19 00:00:00+05:30,1451.3824462890625
2024-06-20 00:00:00+05:30,1455.2718505859375
2024-06-21 00:00:00+05:30,1471.8853759765625
2024-06-24 00:00:00+05:30,1466.5556640625
2024-06-25 00:00:00+05:30,1480.7684326171875
2024-06-26 00:00:00+05:30,1479.5679931640625
2024-06-27 00:00:00+05:30,1510.922607421875
2024-06-28 00:00:00+05:30,1504.58447265625
2024-07-01 00:00:00+05:30,1527.68017578125
2024-07-02 00:00:00+05:30,1556.72998046875
2024-07-03 00:00:00+05:30,1562.8280029296875
2024-07-04 00:00:00+05:30,1585.1553955078125
2024-07-05 00:00:00+05:30,1582.0823974609375
2024-07-08 00:00:00+05:30,1595.7191162109375
2024-07-09 00:00:00+05:30,1591.3975830078125
2024-07-10 00:00:00+05:30,1582.8507080078125
2024-07-11 00:00:00+05:30,1587.1240234375
2024-07-12 00:00:00+05:30,1643.8310546875
2024-07-15 00:00:00+05:30,1639.317626953125
2024-07-16 00:00:00+05:30,1657.563720703125
2024-07-18 00:00:00+05:30,1688.2939453125
2024-07-19 00:00:00+05:30,1721.8092041015625
2024-07-22 00:00:00+05:30,1738.9990234375
2024-07-23 00:00:00+05:30,1764.015380859375
2024-07-24 00:00:00+05:30,1761.182373046875
2024-07-25 00:00:00+05:30,1752.4434814453125
2024-07-26 00:00:00+05:30,1804.3489990234375
2024-07-29 00:00:00+05:30,1796.8585205078125
2024-07-30 00:00:00+05:30,1802.6683349609375
2024-07-31 00:00:00+05:30,1794.1214599609375
2024-08-01 00:00:00+05:30,1779.092529296875
2024-08-02 00:00:00+05:30,1748.938232421875
2024-08-05 00:00:00+05:30,1682.3880615234375
2024-08-06 00:00:00+05:30,1681.619873046875
2024-08-07 00:00:00+05:30,1720.560791015625
2024-08-08 00:00:00+05:30,1673.9853515625
2024-08-09 00:00:00+05:30,1700.490234375
2024-08-12 00:00:00+05:30,1726.082763671875
2024-08-13 00:00:00+05:30,1726.130615234375
2024-08-14 00:00:00+05:30,1750.906982421875
2024-08-16 00:00:00+05:30,1785.1904296875
2024-08-19 00:00:00+05:30,1790.8084716796875
2024-08-20 00:00:00+05:30,1797.914794921875
2024-08-21 00:00:00+05:30,1798.3948974609375
2024-08-22 00:00:00+05:30,1805.645263671875
2024-08-23 00:00:00+05:30,1788.2154541015625
2024-08-26 00:00:00+05:30,1801.7081298828125
2024-08-27 00:00:00+05:30,1824.7076416015625
2024-08-28 00:00:00+05:30,1862.1602783203125
2024-08-29 00:00:00+05:30,1856.638427734375
2024-08-30 00:00:00+05:30,1866.5777587890625
2024-09-02 00:00:00+05:30,1886.5526123046875
2024-09-03 00:00:00+05:30,1864.2249755859375
2024-09-04 00:00:00+05:30,1846.1708984375
2024-09-05 00:00:00+05:30,1856.4464111328125
2024-09-06 00:00:00+05:30,1826.38818359375
2024-09-09 00:00:00+05:30,1819.4739990234375
2024-09-10 00:00:00+05:30,1836.423828125
2024-09-11 00:00:00+05:30,1834.35888671875
2024-09-12 00:00:00+05:30,1873.0599365234375
2024-09-13 00:00:00+05:30,1866.9620361328125
2024-09-16 00:00:00+05:30,1872.867919921875
2024-09-17 00:00:00+05:30,1875.07666015625
2024-09-18 00:00:00+05:30,1817.0731201171875
2024-09-19 00:00:00+05:30,1819.041748046875
2024-09-20 00:00:00+05:30,1830.1336669921875
2024-09-23 00:00:00+05:30,1821.2025146484375
2024-09-24 00:00:00+05:30,1823.267333984375
2024-09-25 00:00:00+05:30,1820.09814453125
2024-09-26 00:00:00+05:30,1824.851806640625
2024-09-27 00:00:00+05:30,1831.0938720703125
2024-09-30 00:00:00+05:30,1801.179931640625
2024-10-01 00:00:00+05:30,1828.7890625
2024-10-03 00:00:00+05:30,1818.273681640625
2024-10-04 00:00:00+05:30,1842.0416259765625
2024-10-07 00:00:00+05:30,1857.55078125
2024-10-08 00:00:00+05:30,1871.2353515625
2024-10-09 00:00:00+05:30,1875.2686767578125
2024-10-10 00:00:00+05:30,1842.85791015625
2024-10-11 00:00:00+05:30,1858.3189697265625
2024-10-14 00:00:00+05:30,1881.1746826171875
2024-10-15 00:00:00+05:30,1881.558837890625
2024-10-16 00:00:00+05:30,1843.9141845703125
2024-10-17 00:00:00+05:30,1890.0096435546875
2024-10-18 00:00:00+05:30,1805.0211181640625
2024-10-21 00:00:00+05:30,1779.2364501953125
2024-10-22 00:00:00+05:30,1778.132080078125
2024-10-23 00:00:00+05:30,1799.067138671875
2024-10-24 00:00:00+05:30,1789.4158935546875
2024-10-25 00:00:00+05:30,1788.1676025390625
2024-10-28 00:00:00+05:30,1791.3365478515625
2024-10-29 00:00:00+05:30,1786.4317626953125
2024-10-30 00:00:00+05:30,1750.3009033203125
2024-10-31 00:00:00+05:30,1706.7401123046875
2024-11-01 00:00:00+05:30,1710.236572265625
2024-11-04 00:00:00+05:30,1712.956298828125
2024-11-05 00:00:00+05:30,1703.77783203125
2024-11-06 00:00:00+05:30,1771.280029296875
2024-11-07 00:00:00+05:30,1751.2237548828125
2024-11-08 00:00:00+05:30,1777.350341796875
2024-11-11 00:00:00+05:30,1806.6337890625
2024-11-12 00:00:00+05:30,1815.0838623046875
2024-11-13 00:00:00+05:30,1814.6953125
2024-11-14 00:00:00+05:30,1810.9560546875
2024-11-18 00:00:00+05:30,1759.3822021484375
2024-11-19 00:00:00+05:30,1772.300048828125
2024-11-21 00:00:00+05:30,1781.3326416015625
2024-11-22 00:00:00+05:30,1847.572265625
2024-11-25 00:00:00+05:30,1835.3829345703125
2024-11-26 00:00:00+05:30,1868.8428955078125
2024-11-27 00:00:00+05:30,1869.182861328125
2024-11-28 00:00:00+05:30,1803.282958984375
2024-11-29 00:00:00+05:30,1804.448486328125
2024-12-02 00:00:00+05:30,1825.7677001953125
2024-12-03 00:00:00+05:30,1837.714111328125
2024-12-04 00:00:00+05:30,1834.946044921875
2024-12-05 00:00:00+05:30,1879.2352294921875
2024-12-06 00:00:00+05:30,1867.1431884765625
2024-12-09 00:00:00+05:30,1868.3572998046875
2024-12-10 00:00:00+05:30,1892.54150390625
2024-12-11 00:00:00+05:30,1917.4056396484375
2024-12-12 00:00:00+05:30,1929.8863525390625
2024-12-13 00:00:00+05:30,1942.22119140625
2024-12-16 00:00:00+05:30,1923.1361083984375
2024-12-17 00:00:00+05:30,1919.78515625
2024-12-18 00:00:00+05:30,1922.261962890625
2024-12-19 00:00:00+05:30,1890.2589111328125
2024-12-20 00:00:00+05:30,1866.900390625
2024-12-23 00:00:00+05:30,1868.988525390625
2024-12-24 00:00:00+05:30,1854.1768798828125
2024-12-26 00:00:00+05:30,1852.5743408203125
2024-12-27 00:00:00+05:30,1861.655517578125
2024-12-30 00:00:00+05:30,1851.214599609375
2024-12-31 00:00:00+05:30,1825.9617919921875
2025-01-01 00:00:00+05:30,1828.389892578125
2025-01-02 00:00:00+05:30,1901.5740966796875
2025-01-03 00:00:00+05:30,1883.0230712890625
2025-01-06 00:00:00+05:30,1882.1490478515625
2025-01-07 00:00:00+05:30,1875.3502197265625
2025-01-08 00:00:00+05:30,1877.5841064453125
2025-01-09 00:00:00+05:30,1862.1898193359375
2025-01-10 00:00:00+05:30,1910.4124755859375
2025-01-13 00:00:00+05:30,1905.799072265625
2025-01-14 00:00:00+05:30,1884.285888671875
2025-01-15 00:00:00+05:30,1893.60986328125
2025-01-16 00:00:00+05:30,1873.0191650390625
2025-01-17 00:00:00+05:30,1763.2672119140625
2025-01-20 00:00:00+05:30,1761.1790771484375
2025-01-21 00:00:00+05:30,1748.941162109375
2025-01-22 00:00:00+05:30,1803.0887451171875
2025-01-23 00:00:00+05:30,1811.8299560546875
2025-01-24 00:00:00+05:30,1821.5426025390625
2025-01-27 00:00:00+05:30,1769.62890625
2025-01-28 00:00:00+05:30,1777.15625
2025-01-29 00:00:00+05:30,1827.1759033203125
2025-01-30 00:00:00+05:30,1806.4881591796875
2025-01-31 00:00:00+05:30,1825.7677001953125
2025-02-01 00:00:00+05:30,1798.1353759765625
2025-02-03 00:00:00+05:30,1809.741943359375
2025-02-04 00:00:00+05:30,1844.2215576171875
2025-02-05 00:00:00+05:30,1842.5218505859375
2025-02-06 00:00:00+05:30,1860.587158203125
2025-02-07 00:00:00+05:30,1848.93212890625
2025-02-10 00:00:00+05:30,1826.2532958984375
2025-02-11 00:00:00+05:30,1821.7369384765625
2025-02-12 00:00:00+05:30,1809.59619140625
2025-02-13 00:00:00+05:30,1790.2681884765625
2025-02-14 00:00:00+05:30,1803.0401611328125
2025-02-17 00:00:00+05:30,1789.3455810546875
2025-02-18 00:00:00+05:30,1798.7181396484375
2025-02-19 00:00:00+05:30,1758.7509765625
2025-02-20 00:00:00+05:30,1772.6884765625
2025-02-21 00:00:00+05:30,1762.8302001953125
2025-02-24 00:00:00+05:30,1713.3931884765625
2025-02-25 00:00:00+05:30,1716.8896484375
2025-02-27 00:00:00+05:30,1713.5875244140625
2025-02-28 00:00:00+05:30,1639.189208984375
2025-03-03 00:00:00+05:30,1659.4884033203125
2025-03-04 00:00:00+05:30,1639.7720947265625
2025-03-05 00:00:00+05:30,1662.30517578125
2025-03-06 00:00:00+05:30,1666.5301513671875
2025-03-07 00:00:00+05:30,1637.5382080078125
2025-03-10 00:00:00+05:30,1652.5440673828125
2025-03-11 00:00:00+05:30,1613.8394775390625
2025-03-12 00:00:00+05:30,1545.123046875
2025-03-13 00:00:00+05:30,1534.439208984375
2025-03-17 00:00:00+05:30,1544.34619140625
2025-03-18 00:00:00+05:30,1544.34619140625
2025-03-19 00:00:00+05:30,1540.94677734375
2025-03-20 00:00:00+05:30,1569.1131591796875
2025-03-21 00:00:00+05:30,1546.7742919921875
2025-03-24 00:00:00+05:30,1546.968505859375
2025-03-25 00:00:00+05:30,1581.6422119140625
2025-03-26 00:00:00+05:30,1553.475830078125
2025-03-27 00:00:00+05:30,1557.4581298828125
2025-03-28 00:00:00+05:30,1525.5037841796875
2025-04-01 00:00:00+05:30,1482.6226806640625
2025-04-02 00:00:00+05:30,1505.593017578125
2025-04-03 00:00:00+05:30,1453.485107421875
2025-04-04 00:00:00+05:30,1409.92431640625
2025-04-07 00:00:00+05:30,1356.602294921875
2025-04-08 00:00:00+05:30,1387.7310791015625
2025-04-09 00:00:00+05:30,1363.3524169921875
2025-04-11 00:00:00+05:30,1368.9371337890625
2025-04-15 00:00:00+05:30,1385.011474609375
2025-04-16 00:00:00+05:30,1372.482177734375
2025-04-17 00:00:00+05:30,1378.6983642578125
2025-04-21 00:00:00+05:30,1409.29296875
2025-04-22 00:00:00+05:30,1381.903564453125
2025-04-23 00:00:00+05:30,1432.5059814453125
2025-04-24 00:00:00+05:30,1429.1065673828125
2025-04-25 00:00:00+05:30,1437.653564453125
2025-04-28 00:00:00+05:30,1439.4989013671875
2025-04-29 00:00:00+05:30,1454.456298828125
2025-04-30 00:00:00+05:30,1456.9815673828125
2025-05-02 00:00:00+05:30,1463.586181640625
2025-05-05 00:00:00+05:30,1465.2371826171875
2025-05-06 00:00:00+05:30,1468.053955078125
2025-05-07 00:00:00+05:30,1464.9459228515625
2025-05-08 00:00:00+05:30,1467.956787109375
2025-05-09 00:00:00+05:30,1464.2659912109375
2025-05-12 00:00:00+05:30,1580.136962890625
2025-05-13 00:00:00+05:30,1523.5125732421875
2025-05-14 00:00:00+05:30,1546.6285400390625
2025-05-15 00:00:00+05:30,1566.636474609375
2025-05-16 00:00:00+05:30,1544.200439453125
2025-05-19 00:00:00+05:30,1514.9656982421875
2025-05-20 00:00:00+05:30,1515.7425537109375
2025-05-21 00:00:00+05:30,1523.41552734375
2025-05-22 00:00:00+05:30,1503.0191650390625
2025-05-23 00:00:00+05:30,1519.8218994140625
2025-05-26 00:00:00+05:30,1535.070556640625
2025-05-27 00:00:00+05:30,1524.969482421875
2025-05-28 00:00:00+05:30,1526.6207275390625
2025-05-29 00:00:00+05:30,1540.02392578125
2025-05-30 00:00:00+05:30,1539.1375732421875
2025-06-02 00:00:00+05:30,1530.371826171875
2025-06-03 00:00:00+05:30,1519.734619140625
2025-06-04 00:00:00+05:30,1527.8109130859375
2025-06-05 00:00:00+05:30,1530.8642578125
2025-06-06 00:00:00+05:30,1540.2210693359375
2025-06-09 00:00:00+05:30,1549.183837890625
2025-06-10 00:00:00+05:30,1571.935546875
2025-06-11 00:00:00+05:30,1606.5062255859375
2025-06-12 00:00:00+05:30,1584.345458984375
2025-06-13 00:00:00+05:30,1577.844970703125
2025-06-16 00:00:00+05:30,1599.31640625
2025-06-17 00:00:00+05:30,1615.173583984375
2025-06-18 00:00:00+05:30,1608.2791748046875
2025-06-19 00:00:00+05:30,1593.997802734375
2025-06-20 00:00:00+05:30,1598.429931640625
2025-06-23 00:00:00+05:30,1560.116455078125
2025-06-24 00:00:00+05:30,1557.7525634765625
2025-06-25 00:00:00+05:30,1590.550537109375
2025-06-26 00:00:00+05:30,1591.6339111328125
2025-06-27 00:00:00+05:30,1583.7545166015625
2025-06-30 00:00:00+05:30,1577.6480712890625
2025-07-01 00:00:00+05:30,1582.57275390625
2025-07-02 00:00:00+05:30,1586.2169189453125
2025-07-03 00:00:00+05:30,1594.293212890625
2025-07-04 00:00:00+05:30,1615.96142578125
2025-07-07 00:00:00+05:30,1602.4681396484375
2025-07-08 00:00:00+05:30,1613.9915771484375
2025-07-09 00:00:00+05:30,1609.0670166015625
2025-07-10 00:00:00+05:30,1591.43701171875
2025-07-11 00:00:00+05:30,1570.85205078125
2025-07-14 00:00:00+05:30,1546.623046875
2025-07-15 00:00:00+05:30,1561.6922607421875
2025-07-16 00:00:00+05:30,1583.6561279296875
2025-07-17 00:00:00+05:30,1559.6240234375
2025-07-18 00:00:00+05:30,1562.1846923828125
2025-07-21 00:00:00+05:30,1560.4119873046875
2025-07-22 00:00:00+05:30,1547.2139892578125
2025-07-23 00:00:00+05:30,1550.7596435546875
2025-07-24 00:00:00+05:30,1529.0914306640625
2025-07-25 00:00:00+05:30,1492.84619140625
2025-07-28 00:00:00+05:30,1493.1417236328125
2025-07-29 00:00:00+05:30,1490.8763427734375
2025-07-30 00:00:00+05:30,1496.0965576171875
2025-07-31 00:00:00+05:30,1486.247314453125
2025-08-01 00:00:00+05:30,1447.4412841796875
2025-08-04 00:00:00+05:30,1458.177001953125
2025-08-05 00:00:00+05:30,1438.2816162109375
2025-08-06 00:00:00+05:30,1415.037353515625
2025-08-07 00:00:00+05:30,1415.234375
2025-08-08 00:00:00+05:30,1401.6424560546875
2025-08-11 00:00:00+05:30,1406.66552734375
2025-08-12 00:00:00+05:30,1402.62744140625
2025-08-13 00:00:00+05:30,1405.0897216796875
2025-08-14 00:00:00+05:30,1425.8714599609375
2025-08-18 00:00:00+05:30,1414.1510009765625
2025-08-19 00:00:00+05:30,1418.2877197265625
2025-08-20 00:00:00+05:30,1473.6402587890625
2025-08-21 00:00:00+05:30,1473.8372802734375
2025-08-22 00:00:00+05:30,1465.0714111328125
2025-08-25 00:00:00+05:30,1508.9989013671875
2025-08-26 00:00:00+05:30,1506.53662109375
2025-08-28 00:00:00+05:30,1477.4814453125
2025-08-29 00:00:00+05:30,1447.4412841796875
2025-09-01 00:00:00+05:30,1476.7921142578125
2025-09-02 00:00:00+05:30,1476.1025390625
2025-09-03 00:00:00+05:30,1456.798095703125
2025-09-04 00:00:00+05:30,1440.94091796875
2025-09-05 00:00:00+05:30,1422.8182373046875
2025-09-08 00:00:00+05:30,1411.2947998046875
2025-09-09 00:00:00+05:30,1481.6181640625
2025-09-10 00:00:00+05:30,1509.491455078125
2025-09-11 00:00:00+05:30,1486.9366455078125
2025-09-12 00:00:00+05:30,1502.596923828125
2025-09-15 00:00:00+05:30,1485.6563720703125
2025-09-16 00:00:00+05:30,1488.5126953125
2025-09-17 00:00:00+05:30,1499.4453125
2025-09-18 00:00:00+05:30,1517.370849609375
2025-09-19 00:00:00+05:30,1516.976806640625
2025-09-22 00:00:00+05:30,1476.8905029296875
2025-09-23 00:00:00+05:30,1474.920654296875
2025-09-24 00:00:00+05:30,1472.0643310546875
2025-09-25 00:00:00+05:30,1462.4122314453125
2025-09-26 00:00:00+05:30,1427.053466796875
2025-09-29 00:00:00+05:30,1420.060546875
2025-09-30 00:00:00+05:30,1420.060546875
2025-10-01 00:00:00+05:30,1424.000244140625
2025-10-03 00:00:00+05:30,1424.7880859375
2025-10-06 00:00:00+05:30,1453.744873046875
2025-10-07 00:00:00+05:30,1436.5086669921875
2025-10-08 00:00:00+05:30,1472.4583740234375
2025-10-09 00:00:00+05:30,1486.5428466796875
2025-10-10 00:00:00+05:30,1492.058349609375
2025-10-13 00:00:00+05:30,1470.6854248046875
2025-10-14 00:00:00+05:30,1467.435302734375
2025-10-15 00:00:00+05:30,1452.1690673828125
2025-10-16 00:00:00+05:30,1449.312744140625
2025-10-17 00:00:00+05:30,1419.37109375
2025-10-20 00:00:00+05:30,1438.87255859375
2025-10-21 00:00:00+05:30,1450.19921875
2025-10-23 00:00:00+05:30,1505.4532470703125
2025-10-24 00:00:00+05:30,1502.4000244140625
2025-10-27 00:00:00+05:30,1504.5
2025-10-28 00:00:00+05:30,1500.199951171875
2025-10-29 00:00:00+05:30,1510.4000244140625
2025-10-30 00:00:00+05:30,1493.800048828125
2025-10-31 00:00:00+05:30,1482.300048828125
2025-11-03 00:00:00+05:30,1485.5
2025-11-04 00:00:00+05:30,1467.9000244140625
2025-11-06 00:00:00+05:30,1466.699951171875
2025-11-07 00:00:00+05:30,1476.800048828125
2025-11-10 00:00:00+05:30,1513.5
2025-11-11 00:00:00+05:30,1530.300048828125
2025-11-12 00:00:00+05:30,1551.699951171875
2025-11-13 00:00:00+05:30,1541.800048828125
2025-11-14 00:00:00+05:30,1502.800048828125
2025-11-17 00:00:00+05:30,1507.5999755859375
2025-11-18 00:00:00+05:30,1486.4000244140625
2025-11-19 00:00:00+05:30,1541.0999755859375
2025-11-20 00:00:00+05:30,1536.5
2025-11-21 00:00:00+05:30,1545.0
2025-11-24 00:00:00+05:30,1548.0
2025-11-25 00:00:00+05:30,1530.5999755859375
2025-11-26 00:00:00+05:30,1557.9000244140625
2025-11-27 00:00:00+05:30,1566.4000244140625
2025-11-28 00:00:00+05:30,1560.0999755859375
2025-12-01 00:00:00+05:30,1564.0
2025-12-02 00:00:00+05:30,1561.0
2025-12-03 00:00:00+05:30,1578.699951171875
2025-12-04 00:00:00+05:30,1597.5999755859375
2025-12-05 00:00:00+05:30,1616.199951171875
2025-12-08 00:00:00+05:30,1610.800048828125
2025-12-09 00:00:00+05:30,1599.0
2025-12-10 00:00:00+05:30,1584.800048828125
2025-12-11 00:00:00+05:30,1598.0
2025-12-12 00:00:00+05:30,1598.199951171875
2025-12-15 00:00:00+05:30,1606.800048828125
2025-12-16 00:00:00+05:30,1592.9000244140625
2025-12-17 00:00:00+05:30,1602.0
2025-12-18 00:00:00+05:30,1626.800048828125
2025-12-19 00:00:00+05:30,1638.699951171875
2025-12-22 00:00:00+05:30,1689.5999755859375
2025-12-23 00:00:00+05:30,1668.300048828125
2025-12-24 00:00:00+05:30,1663.4000244140625
2025-12-26 00:00:00+05:30,1656.0999755859375
2025-12-29 00:00:00+05:30,1644.699951171875
2025-12-30 00:00:00+05:30,1621.5999755859375
2025-12-31 00:00:00+05:30,1615.4000244140625
2026-01-01 00:00:00+05:30,1629.800048828125
2026-01-02 00:00:00+05:30,1640.4000244140625
2026-01-05 00:00:00+05:30,1606.4000244140625
2026-01-06 00:00:00+05:30,1612.199951171875
2026-01-07 00:00:00+05:30,1639.0
2026-01-08 00:00:00+05:30,1613.300048828125
2026-01-09 00:00:00+05:30,1614.0999755859375
2026-01-12 00:00:00+05:30,1595.9000244140625
2026-01-13 00:00:00+05:30,1599.0
2026-01-14 00:00:00+05:30,1599.800048828125
2026-01-15 00:00:00+05:30,1599.800048828125
2026-01-16 00:00:00+05:30,1689.800048828125
2026-01-19 00:00:00+05:30,1681.199951171875
2026-01-20 00:00:00+05:30,1658.9000244140625
2026-01-21 00:00:00+05:30,1654.4000244140625
2026-01-22 00:00:00+05:30,1663.5
2026-01-23 00:00:00+05:30,1670.800048828125
2026-01-27 00:00:00+05:30,1682.699951171875
2026-01-28 00:00:00+05:30,1666.5
2026-01-29 00:00:00+05:30,1659.5
2026-01-30 00:00:00+05:30,1641.0
2026-02-02 00:00:00+05:30,1629.4000244140625
2026-02-03 00:00:00+05:30,1656.0
2026-02-04 00:00:00+05:30,1535.800048828125
2026-02-05 00:00:00+05:30,1520.199951171875
2026-02-06 00:00:00+05:30,1507.0999755859375
2026-02-09 00:00:00+05:30,1497.199951171875
2026-02-10 00:00:00+05:30,1497.800048828125
2026-02-11 00:00:00+05:30,1471.9000244140625
2026-02-12 00:00:00+05:30,1386.0
2026-02-13 00:00:00+05:30,1369.0999755859375
2026-02-16 00:00:00+05:30,1365.5999755859375
2026-02-17 00:00:00+05:30,1391.199951171875
2026-02-18 00:00:00+05:30,1373.699951171875
2026-02-19 00:00:00+05:30,1370.5
2026-02-20 00:00:00+05:30,1353.199951171875
2026-02-23 00:00:00+05:30,1327.5
2026-02-24 00:00:00+05:30,1275.5
2026-02-25 00:00:00+05:30,1290.0999755859375
2026-02-26 00:00:00+05:30,1289.0999755859375
2026-02-27 00:00:00+05:30,1300.0999755859375
2026-03-02 00:00:00+05:30,1288.9000244140625
2026-03-04 00:00:00+05:30,1307.4000244140625
2026-03-05 00:00:00+05:30,1305.800048828125
2026-03-06 00:00:00+05:30,1308.4000244140625
2026-03-09 00:00:00+05:30,1315.0
2026-03-10 00:00:00+05:30,1295.5999755859375
2026-03-11 00:00:00+05:30,1276.300048828125
2026-03-12 00:00:00+05:30,1265.800048828125
2026-03-13 00:00:00+05:30,1248.300048828125
2026-03-16 00:00:00+05:30,1249.800048828125
2026-03-17 00:00:00+05:30,1232.9000244140625
2026-03-18 00:00:00+05:30,1267.0999755859375
2026-03-19 00:00:00+05:30,1220.800048828125
2026-03-20 00:00:00+05:30,1255.9000244140625
2026-03-23 00:00:00+05:30,1256.800048828125
2026-03-24 00:00:00+05:30,1278.300048828125
2026-03-25 00:00:00+05:30,1279.0999755859375
2026-03-27 00:00:00+05:30,1269.699951171875
2026-03-30 00:00:00+05:30,1250.5999755859375
2026-04-01 00:00:00+05:30,1275.699951171875
2026-04-02 00:00:00+05:30,1300.800048828125
